shipment_id,vendor,shipto_country,managed_by,fulfill_via,shipment_mode,pq_#,pq_first_sent_to_client_date,scheduled_delivery_date,delivered_to_client_date,delivery_recorded_date,product_group,sub_classification,vendor_inco_term,shipment_weight_kg,freight_cost_(usd),line_item_quantity,line_item_value,weight_captured_kg,freight_cost_usd,delivery_days,estimated_days,is_late,is_damaged,shipment_status
SHP_000662,XpressBees,India,Kolkata,Direct Drop,Ground,662,2023-08-25,2023-08-25,2023-09-02,2023-09-02,Industrial,Industrial,EXW,329.57,91.63,197,462.49,219.8,91.63,8,6,True,False,Late
SHP_000663,Gati,India,Bangalore,Direct Drop,Sea,663,2023-09-24,2023-09-24,2023-10-04,2023-10-04,Industrial,Industrial,DDP,262.3,212.0,68,1351.62,177.02,212.0,10,6,True,False,Late
SHP_000664,SpeedPost,India,Chennai,Direct Drop,Ground,664,2023-01-24,2023-01-24,2023-02-04,2023-02-04,Consumer Goods,Consumer Goods,DDP,463.28,140.04,83,728.61,311.04,140.04,11,8,True,False,Lost
SHP_000665,Gati,India,Hyderabad,From RDC,Sea,665,2022-08-01,2022-08-01,2022-08-11,2022-08-11,Industrial,Industrial,EXW,40.62,129.67,151,383.58,309.71,129.67,10,8,True,False,Late
SHP_000666,Ecom Express,India,Hyderabad,From RDC,Ground,666,2023-07-15,2023-07-15,2023-07-23,2023-07-23,Electronics,Electronics,CIP,46.48,76.76,142,244.26,54.66,76.76,8,7,True,False,Late
SHP_000667,Delhivery,India,Kolkata,Direct Drop,Sea,667,2023-06-05,2023-06-05,2023-06-07,2023-06-07,Industrial,Industrial,EXW,432.64,108.63,107,835.95,331.35,108.63,2,4,False,False,Delivered
SHP_000668,UPS,India,Bangalore,Direct Drop,Sea,668,2023-03-19,2023-03-19,2023-03-26,2023-03-26,Apparel,Apparel,EXW,77.76,63.55,67,433.94,113.62,63.55,7,8,False,False,Delivered
SHP_000669,SafeExpress,India,Ahmedabad,From RDC,Ground,669,2022-05-17,2022-05-17,2022-05-26,2022-05-26,Medical,Medical,DDP,377.39,133.49,86,1003.7,133.35,133.49,9,8,True,False,Late
SHP_000670,FedEx,India,Chennai,Direct Drop,Air,670,2023-03-27,2023-03-27,2023-04-02,2023-04-02,Electronics,Electronics,EXW,265.85,113.49,2,345.2,155.21,113.49,6,7,False,False,Delivered
SHP_000671,BlueDart,India,Pune,From RDC,Ground,671,2022-07-06,2022-07-06,2022-07-12,2022-07-12,Industrial,Industrial,DDP,458.69,41.87,1,144.74,66.33,41.87,6,6,False,False,Delivered
SHP_000672,Delhivery,India,Chennai,From RDC,Sea,672,2022-08-28,2022-08-28,2022-09-01,2022-09-01,Consumer Goods,Consumer Goods,CIP,498.65,129.39,143,770.44,414.83,129.39,4,3,True,False,Late
SHP_000673,DTDC,India,Chennai,Direct Drop,Ground,673,2023-10-23,2023-10-23,2023-11-03,2023-11-03,Apparel,Apparel,DDP,326.85,127.06,2,321.79,309.34,127.06,11,4,True,False,Late
SHP_000674,SpeedPost,India,Ahmedabad,Direct Drop,Ground,674,2023-01-31,2023-01-31,2023-02-04,2023-02-04,Consumer Goods,Consumer Goods,DDP,52.47,112.6,49,748.42,252.7,112.6,4,3,True,True,Late
SHP_000675,DTDC,India,Pune,From RDC,Air,675,2022-07-22,2022-07-22,2022-08-03,2022-08-03,Apparel,Apparel,CIP,29.41,154.44,32,528.34,22.6,154.44,12,7,True,False,Late
SHP_000676,Delhivery,India,Delhi,From RDC,Ground,676,2022-01-28,2022-01-28,2022-02-02,2022-02-02,Apparel,Apparel,DDP,263.72,70.39,95,204.13,233.14,70.39,5,3,True,False,Late
SHP_000677,Amazon Logistics,India,Kolkata,From RDC,Air,677,2022-04-30,2022-04-30,2022-05-03,2022-05-03,Automotive Parts,Automotive Parts,CIP,272.76,46.65,163,199.94,53.57,46.65,3,4,False,False,Delivered
SHP_000678,Ecom Express,India,Bangalore,Direct Drop,Ground,678,2023-11-05,2023-11-05,2023-11-18,2023-11-18,Apparel,Apparel,EXW,332.69,68.61,24,293.17,212.55,68.61,13,10,True,False,Late
SHP_000679,Gati,India,Kolkata,Direct Drop,Sea,679,2023-01-23,2023-01-23,2023-01-27,2023-01-27,Pharma,Pharma,EXW,297.65,199.92,8,1102.13,282.25,199.92,4,3,True,False,Late
SHP_000680,Ecom Express,India,Bangalore,From RDC,Sea,680,2023-06-01,2023-06-01,2023-06-09,2023-06-09,Electronics,Electronics,EXW,273.44,43.15,160,177.64,414.61,43.15,8,9,False,False,Delivered
SHP_000681,SpeedPost,India,Bangalore,Direct Drop,Sea,681,2023-07-11,2023-07-11,2023-07-22,2023-07-22,Pharma,Pharma,DDP,67.41,171.16,55,1330.11,404.34,171.16,11,6,True,True,Late
SHP_000682,BlueDart,India,Chennai,From RDC,Ground,682,2023-02-01,2023-02-01,2023-02-09,2023-02-09,Automotive Parts,Automotive Parts,EXW,123.31,129.6,58,929.45,41.59,129.6,8,6,True,False,Late
SHP_000683,DHL,India,Delhi,From RDC,Sea,683,2023-02-28,2023-02-28,2023-03-08,2023-03-08,Electronics,Electronics,EXW,331.96,129.13,18,506.46,173.63,129.13,8,5,True,False,Late
SHP_000684,FedEx,India,Surat,From RDC,Ground,684,2023-07-13,2023-07-13,2023-07-23,2023-07-23,Industrial,Industrial,EXW,44.3,44.68,177,127.06,357.75,44.68,10,7,True,False,Late
SHP_000685,Delhivery,India,Surat,From RDC,Ground,685,2022-02-26,2022-02-26,2022-03-02,2022-03-02,Electronics,Electronics,CIP,27.55,94.89,20,647.16,185.25,94.89,4,6,False,True,Delivered
SHP_000686,SafeExpress,India,Chennai,From RDC,Ground,686,2023-05-11,2023-05-11,2023-05-18,2023-05-18,Electronics,Electronics,EXW,2.48,86.73,48,395.25,486.75,86.73,7,7,False,False,Delivered
SHP_000687,SafeExpress,India,Bangalore,From RDC,Ground,687,2022-11-30,2022-11-30,2022-12-06,2022-12-06,Automotive Parts,Automotive Parts,CIP,104.2,137.56,2,1068.94,285.08,137.56,6,8,False,False,Delivered
SHP_000688,Amazon Logistics,India,Kolkata,Direct Drop,Ground,688,2023-11-03,2023-11-03,2023-11-11,2023-11-11,Automotive Parts,Automotive Parts,EXW,81.14,117.55,174,893.03,366.78,117.55,8,10,False,False,Delivered
SHP_000689,DHL,India,Kolkata,From RDC,Ground,689,2022-04-11,2022-04-11,2022-04-22,2022-04-22,Consumer Goods,Consumer Goods,DDP,27.27,33.77,184,75.78,346.56,33.77,11,9,True,False,Late
SHP_000690,UPS,India,Mumbai,From RDC,Sea,690,2023-03-04,2023-03-04,2023-03-08,2023-03-08,Industrial,Industrial,EXW,1.62,91.24,98,622.42,493.74,91.24,4,4,False,False,Delivered
SHP_000691,Gati,India,Delhi,Direct Drop,Air,691,2023-09-09,2023-09-09,2023-09-19,2023-09-19,Apparel,Apparel,DDP,256.16,172.72,22,643.31,152.71,172.72,10,10,False,False,Delivered
SHP_000692,DTDC,India,Mumbai,From RDC,Sea,692,2023-08-31,2023-08-31,2023-09-05,2023-09-05,Apparel,Apparel,DDP,384.0,171.96,156,797.38,332.82,171.96,5,4,True,True,Late
SHP_000693,DHL,India,Pune,From RDC,Sea,693,2022-08-05,2022-08-05,2022-08-08,2022-08-08,Food,Food,CIP,230.45,41.52,61,178.36,28.34,41.52,3,4,False,False,Delivered
SHP_000694,DHL,India,Chennai,From RDC,Ground,694,2022-04-21,2022-04-21,2022-05-01,2022-05-01,Apparel,Apparel,EXW,173.71,76.28,73,533.03,130.07,76.28,10,8,True,False,Late
SHP_000695,SpeedPost,India,Ahmedabad,From RDC,Sea,695,2022-04-17,2022-04-17,2022-04-27,2022-04-27,Consumer Goods,Consumer Goods,CIP,88.09,146.71,198,520.24,410.89,146.71,10,9,True,False,Late
SHP_000696,Gati,India,Hyderabad,From RDC,Air,696,2022-06-23,2022-06-23,2022-07-07,2022-07-07,Automotive Parts,Automotive Parts,DDP,153.02,232.13,9,484.61,353.16,232.13,14,7,True,False,Late
SHP_000697,Delhivery,India,Bangalore,Direct Drop,Air,697,2023-06-21,2023-06-21,2023-06-25,2023-06-25,Pharma,Pharma,DDP,484.69,56.74,58,413.17,335.57,56.74,4,4,False,False,Delivered
SHP_000698,Delhivery,India,Pune,Direct Drop,Ground,698,2022-05-28,2022-05-28,2022-06-02,2022-06-02,Medical,Medical,CIP,85.16,76.22,46,423.77,292.36,76.22,5,5,False,True,Delivered
SHP_000699,Ecom Express,India,Bangalore,Direct Drop,Air,699,2022-01-15,2022-01-15,2022-01-18,2022-01-18,Pharma,Pharma,CIP,475.51,74.47,131,507.35,474.67,74.47,3,3,False,False,Delivered
SHP_000700,Amazon Logistics,India,Surat,From RDC,Sea,700,2023-11-25,2023-11-25,2023-11-30,2023-11-30,Pharma,Pharma,CIP,366.31,42.16,85,111.91,66.03,42.16,5,6,False,False,Delivered
SHP_000701,SpeedPost,India,Surat,From RDC,Air,701,2022-12-16,2022-12-16,2022-12-29,2022-12-29,Medical,Medical,EXW,124.63,81.52,103,492.66,435.43,81.52,13,9,True,False,Late
SHP_000702,DTDC,India,Hyderabad,From RDC,Air,702,2022-09-19,2022-09-19,2022-09-27,2022-09-27,Medical,Medical,DDP,437.69,216.95,93,1560.34,38.65,216.95,8,6,True,False,Late
SHP_000703,UPS,India,Kolkata,From RDC,Ground,703,2022-12-07,2022-12-07,2022-12-14,2022-12-14,Medical,Medical,EXW,214.16,91.74,178,680.09,321.02,91.74,7,9,False,True,Delivered
SHP_000704,SafeExpress,India,Surat,Direct Drop,Sea,704,2023-10-24,2023-10-24,2023-10-25,2023-10-25,Food,Food,DDP,208.89,46.49,72,123.64,293.13,46.49,1,3,False,False,Delivered
SHP_000705,Gati,India,Bangalore,From RDC,Sea,705,2023-05-30,2023-05-30,2023-06-07,2023-06-07,Automotive Parts,Automotive Parts,DDP,95.82,161.0,149,594.92,387.98,161.0,8,9,False,True,Delivered
SHP_000706,SafeExpress,India,Chennai,Direct Drop,Ground,706,2022-05-19,2022-05-19,2022-05-24,2022-05-24,Consumer Goods,Consumer Goods,EXW,14.0,78.88,98,393.57,429.65,78.88,5,5,False,False,Delivered
SHP_000707,SafeExpress,India,Chennai,Direct Drop,Ground,707,2022-11-23,2022-11-23,2022-11-28,2022-11-28,Food,Food,EXW,225.95,70.72,152,538.37,419.13,70.72,5,5,False,False,Delivered
SHP_000708,BlueDart,India,Kolkata,Direct Drop,Sea,708,2023-05-27,2023-05-27,2023-06-02,2023-06-02,Apparel,Apparel,CIP,446.97,118.79,136,880.87,340.48,118.79,6,6,False,False,Delivered
SHP_000709,SpeedPost,India,Surat,Direct Drop,Ground,709,2022-06-13,2022-06-13,2022-06-18,2022-06-18,Consumer Goods,Consumer Goods,DDP,81.4,220.68,117,1724.79,456.13,220.68,5,3,True,False,Late
SHP_000710,Ecom Express,India,Pune,From RDC,Ground,710,2023-08-01,2023-08-01,2023-08-06,2023-08-06,Medical,Medical,CIP,290.12,103.39,156,471.17,447.5,103.39,5,4,True,True,Late
SHP_000711,DTDC,India,Bangalore,From RDC,Ground,711,2022-09-06,2022-09-06,2022-09-10,2022-09-10,Food,Food,CIP,377.05,92.56,179,501.44,218.32,92.56,4,4,False,False,Delivered
SHP_000712,XpressBees,India,Ahmedabad,Direct Drop,Ground,712,2023-01-09,2023-01-09,2023-01-19,2023-01-19,Electronics,Electronics,CIP,188.1,34.0,9,202.09,14.3,34.0,10,9,True,False,Late
SHP_000713,Ecom Express,India,Hyderabad,Direct Drop,Sea,713,2022-06-01,2022-06-01,2022-06-10,2022-06-10,Consumer Goods,Consumer Goods,CIP,266.55,57.23,154,403.99,122.54,57.23,9,10,False,False,Delivered
SHP_000714,XpressBees,India,Hyderabad,From RDC,Sea,714,2022-12-24,2022-12-24,2022-12-30,2022-12-30,Electronics,Electronics,DDP,192.34,82.79,179,171.91,288.87,82.79,6,5,True,False,Late
SHP_000715,FedEx,India,Jaipur,From RDC,Ground,715,2022-05-04,2022-05-04,2022-05-12,2022-05-12,Industrial,Industrial,CIP,232.54,75.97,82,152.55,433.22,75.97,8,7,True,False,Late
SHP_000716,DTDC,India,Surat,Direct Drop,Sea,716,2022-05-11,2022-05-11,2022-05-24,2022-05-24,Industrial,Industrial,CIP,293.89,237.38,39,713.92,65.0,237.38,13,10,True,False,Late
SHP_000717,DTDC,India,Pune,From RDC,Air,717,2022-05-01,2022-05-01,2022-05-08,2022-05-08,Food,Food,CIP,477.62,184.54,167,823.18,59.6,184.54,7,7,False,False,Delivered
SHP_000718,Gati,India,Jaipur,Direct Drop,Ground,718,2023-09-10,2023-09-10,2023-09-24,2023-09-24,Consumer Goods,Consumer Goods,EXW,492.57,192.86,123,1266.38,206.21,192.86,14,7,True,False,Late
SHP_000719,Amazon Logistics,India,Surat,From RDC,Air,719,2022-04-27,2022-04-27,2022-05-06,2022-05-06,Consumer Goods,Consumer Goods,EXW,341.32,69.47,27,381.2,196.01,69.47,9,6,True,False,Late
SHP_000720,BlueDart,India,Hyderabad,From RDC,Sea,720,2022-12-29,2022-12-29,2022-12-30,2022-12-30,Automotive Parts,Automotive Parts,CIP,106.81,103.28,31,678.05,483.76,103.28,1,3,False,False,Delivered
SHP_000721,Gati,India,Jaipur,From RDC,Ground,721,2023-09-06,2023-09-06,2023-09-20,2023-09-20,Food,Food,DDP,4.74,99.68,52,635.97,218.08,99.68,14,7,True,False,Late
SHP_000722,Gati,India,Surat,Direct Drop,Sea,722,2022-08-25,2022-08-25,2022-09-10,2022-09-10,Industrial,Industrial,DDP,42.89,113.56,82,410.07,445.28,113.56,16,9,True,False,Late
SHP_000723,SpeedPost,India,Mumbai,Direct Drop,Sea,723,2023-10-30,2023-10-30,2023-11-14,2023-11-14,Medical,Medical,EXW,468.55,239.47,23,847.16,95.51,239.47,15,9,True,False,Late
SHP_000724,Ecom Express,India,Ahmedabad,Direct Drop,Air,724,2022-01-16,2022-01-16,2022-01-21,2022-01-21,Consumer Goods,Consumer Goods,CIP,204.84,117.16,6,619.48,73.55,117.16,5,4,True,False,Late
SHP_000725,XpressBees,India,Mumbai,Direct Drop,Air,725,2022-11-02,2022-11-02,2022-11-04,2022-11-04,Automotive Parts,Automotive Parts,EXW,459.67,34.32,175,218.53,231.21,34.32,2,3,False,False,Delivered
SHP_000726,UPS,India,Jaipur,Direct Drop,Sea,726,2022-03-06,2022-03-06,2022-03-16,2022-03-16,Apparel,Apparel,CIP,247.83,135.16,177,811.65,237.38,135.16,10,7,True,False,Late
SHP_000727,Ecom Express,India,Kolkata,Direct Drop,Ground,727,2023-01-11,2023-01-11,2023-01-19,2023-01-19,Consumer Goods,Consumer Goods,EXW,466.21,67.94,160,309.82,409.32,67.94,8,6,True,False,Late
SHP_000728,SafeExpress,India,Hyderabad,From RDC,Ground,728,2022-03-09,2022-03-09,2022-03-15,2022-03-15,Apparel,Apparel,DDP,41.55,140.21,87,399.43,211.5,140.21,6,7,False,False,Delivered
SHP_000729,SpeedPost,India,Jaipur,Direct Drop,Sea,729,2022-09-28,2022-09-28,2022-10-01,2022-10-01,Automotive Parts,Automotive Parts,CIP,328.53,232.68,21,1659.22,440.98,232.68,3,4,False,False,Delivered
SHP_000730,DTDC,India,Bangalore,From RDC,Ground,730,2023-04-05,2023-04-05,2023-04-08,2023-04-08,Electronics,Electronics,DDP,122.25,237.93,48,1429.8,318.13,237.93,3,3,False,False,Delivered
SHP_000731,SafeExpress,India,Ahmedabad,From RDC,Air,731,2023-10-07,2023-10-07,2023-10-13,2023-10-13,Consumer Goods,Consumer Goods,EXW,297.91,92.31,169,672.46,492.32,92.31,6,4,True,False,Late
SHP_000732,Delhivery,India,Jaipur,From RDC,Ground,732,2023-08-13,2023-08-13,2023-08-19,2023-08-19,Consumer Goods,Consumer Goods,EXW,86.88,34.53,60,190.75,420.91,34.53,6,3,True,False,Late
SHP_000733,Amazon Logistics,India,Pune,From RDC,Ground,733,2022-02-02,2022-02-02,2022-02-09,2022-02-09,Consumer Goods,Consumer Goods,DDP,317.79,105.35,155,650.86,105.17,105.35,7,7,False,False,Delivered
SHP_000734,BlueDart,India,Ahmedabad,Direct Drop,Sea,734,2023-10-03,2023-10-03,2023-10-10,2023-10-10,Electronics,Electronics,EXW,348.19,110.44,197,791.9,22.08,110.44,7,6,True,False,Late
SHP_000735,Gati,India,Chennai,From RDC,Sea,735,2023-10-27,2023-10-27,2023-11-03,2023-11-03,Industrial,Industrial,EXW,426.15,209.74,35,815.92,293.08,209.74,7,4,True,False,Late
SHP_000736,BlueDart,India,Delhi,From RDC,Sea,736,2023-05-09,2023-05-09,2023-05-17,2023-05-17,Industrial,Industrial,EXW,246.34,87.99,117,662.29,463.65,87.99,8,9,False,False,Delivered
SHP_000737,Delhivery,India,Kolkata,From RDC,Sea,737,2022-03-31,2022-03-31,2022-04-05,2022-04-05,Food,Food,DDP,191.9,66.26,34,513.3,245.65,66.26,5,3,True,False,Late
SHP_000738,SafeExpress,India,Kolkata,Direct Drop,Ground,738,2022-07-29,2022-07-29,2022-08-04,2022-08-04,Pharma,Pharma,DDP,134.79,102.65,129,704.9,299.94,102.65,6,6,False,False,Delivered
SHP_000739,XpressBees,India,Kolkata,From RDC,Ground,739,2023-06-07,2023-06-07,2023-06-13,2023-06-13,Consumer Goods,Consumer Goods,CIP,372.85,125.66,76,508.22,363.48,125.66,6,7,False,False,Delivered
SHP_000740,Ecom Express,India,Chennai,From RDC,Ground,740,2022-06-10,2022-06-10,2022-06-19,2022-06-19,Pharma,Pharma,CIP,321.88,106.72,15,403.53,280.86,106.72,9,9,False,False,Delivered
SHP_000741,SafeExpress,India,Delhi,Direct Drop,Sea,741,2023-06-28,2023-06-28,2023-07-07,2023-07-07,Electronics,Electronics,CIP,121.72,135.8,142,844.03,56.18,135.8,9,8,True,False,Late
SHP_000742,SpeedPost,India,Chennai,From RDC,Sea,742,2022-06-21,2022-06-21,2022-07-04,2022-07-04,Industrial,Industrial,EXW,158.13,194.93,24,1445.95,227.0,194.93,13,6,True,False,Late
SHP_000743,Ecom Express,India,Mumbai,Direct Drop,Ground,743,2022-02-25,2022-02-25,2022-03-02,2022-03-02,Automotive Parts,Automotive Parts,CIP,273.21,145.23,155,427.29,44.05,145.23,5,4,True,False,Late
SHP_000744,XpressBees,India,Bangalore,From RDC,Sea,744,2023-12-02,2023-12-02,2023-12-10,2023-12-10,Medical,Medical,CIP,432.92,111.78,128,501.81,306.81,111.78,8,10,False,False,Lost
SHP_000745,FedEx,India,Jaipur,From RDC,Sea,745,2023-10-28,2023-10-28,2023-10-31,2023-10-31,Electronics,Electronics,CIP,418.14,52.15,59,335.9,338.11,52.15,3,3,False,False,Delivered
SHP_000746,Gati,India,Chennai,From RDC,Sea,746,2022-12-03,2022-12-03,2022-12-08,2022-12-08,Consumer Goods,Consumer Goods,CIP,457.03,109.34,121,724.68,251.12,109.34,5,6,False,False,Delivered
SHP_000747,Gati,India,Ahmedabad,From RDC,Air,747,2022-11-17,2022-11-17,2022-11-23,2022-11-23,Pharma,Pharma,EXW,293.88,160.36,93,408.11,238.64,160.36,6,3,True,False,Late
SHP_000748,DTDC,India,Jaipur,From RDC,Sea,748,2023-07-11,2023-07-11,2023-07-14,2023-07-14,Automotive Parts,Automotive Parts,EXW,348.27,128.5,33,946.92,310.13,128.5,3,4,False,False,Delivered
SHP_000749,XpressBees,India,Pune,From RDC,Ground,749,2022-08-09,2022-08-09,2022-08-17,2022-08-17,Medical,Medical,CIP,361.42,33.55,195,197.0,86.73,33.55,8,6,True,False,Late
SHP_000750,Amazon Logistics,India,Bangalore,From RDC,Sea,750,2022-09-26,2022-09-26,2022-10-04,2022-10-04,Industrial,Industrial,CIP,380.29,34.11,39,214.73,102.02,34.11,8,7,True,False,Late
SHP_000751,Delhivery,India,Mumbai,From RDC,Air,751,2023-09-19,2023-09-19,2023-09-27,2023-09-27,Electronics,Electronics,CIP,404.47,121.14,8,418.86,15.07,121.14,8,10,False,False,Delivered
SHP_000752,Gati,India,Delhi,From RDC,Air,752,2022-02-03,2022-02-03,2022-02-08,2022-02-08,Industrial,Industrial,DDP,393.59,112.34,196,768.7,161.11,112.34,5,4,True,False,Late
SHP_000753,DHL,India,Hyderabad,From RDC,Air,753,2022-08-20,2022-08-20,2022-09-01,2022-09-01,Industrial,Industrial,EXW,363.49,54.28,40,288.09,253.53,54.28,12,9,True,False,Late
SHP_000754,UPS,India,Mumbai,Direct Drop,Sea,754,2023-10-11,2023-10-11,2023-10-18,2023-10-18,Pharma,Pharma,CIP,134.08,124.83,150,610.3,226.2,124.83,7,8,False,False,Delivered
SHP_000755,Delhivery,India,Surat,Direct Drop,Sea,755,2023-09-13,2023-09-13,2023-09-16,2023-09-16,Consumer Goods,Consumer Goods,EXW,315.39,48.08,88,328.6,475.55,48.08,3,5,False,False,Delivered
SHP_000756,XpressBees,India,Chennai,Direct Drop,Ground,756,2022-08-15,2022-08-15,2022-08-23,2022-08-23,Food,Food,DDP,245.43,93.5,72,321.18,421.9,93.5,8,5,True,False,Late
SHP_000757,SafeExpress,India,Chennai,Direct Drop,Ground,757,2022-10-24,2022-10-24,2022-11-06,2022-11-06,Consumer Goods,Consumer Goods,CIP,64.97,137.53,128,304.52,11.92,137.53,13,10,True,False,Late
SHP_000758,Amazon Logistics,India,Ahmedabad,Direct Drop,Ground,758,2022-01-20,2022-01-20,2022-01-26,2022-01-26,Automotive Parts,Automotive Parts,EXW,117.66,56.56,185,378.91,71.41,56.56,6,7,False,False,Delivered
SHP_000759,UPS,India,Chennai,From RDC,Sea,759,2023-12-01,2023-12-01,2023-12-14,2023-12-14,Apparel,Apparel,DDP,103.26,129.37,73,484.87,159.0,129.37,13,10,True,False,Late
SHP_000760,DHL,India,Jaipur,From RDC,Sea,760,2023-08-09,2023-08-09,2023-08-15,2023-08-15,Consumer Goods,Consumer Goods,EXW,373.01,131.45,120,914.1,214.41,131.45,6,4,True,False,Late
SHP_000761,UPS,India,Surat,Direct Drop,Sea,761,2022-08-08,2022-08-08,2022-08-16,2022-08-16,Pharma,Pharma,DDP,109.0,70.51,191,349.33,402.42,70.51,8,10,False,False,Delivered
SHP_000762,Delhivery,India,Delhi,Direct Drop,Air,762,2022-04-18,2022-04-18,2022-04-21,2022-04-21,Electronics,Electronics,CIP,411.07,108.78,19,630.44,92.99,108.78,3,4,False,False,Delivered
SHP_000763,Delhivery,India,Mumbai,From RDC,Air,763,2023-10-02,2023-10-02,2023-10-12,2023-10-12,Electronics,Electronics,EXW,442.99,99.63,23,293.16,207.67,99.63,10,9,True,False,Late
SHP_000764,FedEx,India,Ahmedabad,Direct Drop,Sea,764,2022-07-20,2022-07-20,2022-07-30,2022-07-30,Electronics,Electronics,CIP,225.24,72.85,149,252.41,374.63,72.85,10,8,True,False,Late
SHP_000765,SafeExpress,India,Hyderabad,Direct Drop,Ground,765,2023-05-17,2023-05-17,2023-05-20,2023-05-20,Electronics,Electronics,DDP,26.51,67.82,95,192.45,34.09,67.82,3,5,False,False,Delivered
SHP_000766,Ecom Express,India,Hyderabad,From RDC,Sea,766,2023-10-21,2023-10-21,2023-10-25,2023-10-25,Medical,Medical,EXW,95.2,36.43,176,117.77,247.63,36.43,4,3,True,False,Late
SHP_000767,UPS,India,Surat,From RDC,Sea,767,2022-01-28,2022-01-28,2022-02-09,2022-02-09,Electronics,Electronics,EXW,259.03,146.93,167,853.62,108.45,146.93,12,10,True,False,Late
SHP_000768,XpressBees,India,Ahmedabad,Direct Drop,Ground,768,2022-06-22,2022-06-22,2022-07-02,2022-07-02,Consumer Goods,Consumer Goods,DDP,305.93,125.33,175,336.93,235.19,125.33,10,9,True,False,Late
SHP_000769,XpressBees,India,Surat,Direct Drop,Ground,769,2023-09-25,2023-09-25,2023-10-01,2023-10-01,Electronics,Electronics,DDP,113.91,38.0,16,78.31,46.28,38.0,6,8,False,False,Delivered
SHP_000770,BlueDart,India,Delhi,Direct Drop,Ground,770,2023-07-17,2023-07-17,2023-07-23,2023-07-23,Pharma,Pharma,EXW,264.41,143.8,44,1080.03,128.8,143.8,6,6,False,False,Delivered
SHP_000771,DTDC,India,Delhi,From RDC,Ground,771,2022-05-30,2022-05-30,2022-06-09,2022-06-09,Pharma,Pharma,DDP,462.61,137.1,151,830.22,350.95,137.1,10,4,True,False,Late
SHP_000772,Ecom Express,India,Hyderabad,Direct Drop,Air,772,2023-02-14,2023-02-14,2023-02-21,2023-02-21,Food,Food,EXW,155.02,84.77,21,502.81,198.63,84.77,7,7,False,False,Delivered
SHP_000773,DTDC,India,Delhi,From RDC,Ground,773,2022-09-17,2022-09-17,2022-09-23,2022-09-23,Industrial,Industrial,EXW,127.98,102.42,158,298.06,140.82,102.42,6,5,True,False,Late
SHP_000774,SpeedPost,India,Bangalore,From RDC,Sea,774,2023-08-24,2023-08-24,2023-09-05,2023-09-05,Electronics,Electronics,CIP,227.75,243.29,155,1224.8,176.41,243.29,12,10,True,False,Late
SHP_000775,Delhivery,India,Kolkata,Direct Drop,Air,775,2022-08-12,2022-08-12,2022-08-20,2022-08-20,Apparel,Apparel,EXW,53.4,79.44,181,291.47,162.44,79.44,8,8,False,False,Delivered
SHP_000776,UPS,India,Ahmedabad,Direct Drop,Air,776,2023-09-13,2023-09-13,2023-09-20,2023-09-20,Food,Food,CIP,465.07,46.14,192,334.71,449.75,46.14,7,8,False,False,Delivered
SHP_000777,Amazon Logistics,India,Chennai,From RDC,Air,777,2023-09-29,2023-09-29,2023-10-05,2023-10-05,Consumer Goods,Consumer Goods,EXW,64.94,112.97,136,459.15,477.83,112.97,6,7,False,False,Delivered
SHP_000778,SafeExpress,India,Ahmedabad,From RDC,Ground,778,2022-08-30,2022-08-30,2022-09-01,2022-09-01,Industrial,Industrial,EXW,12.1,47.72,180,331.74,290.1,47.72,2,3,False,False,Delivered
SHP_000779,DHL,India,Jaipur,Direct Drop,Ground,779,2022-08-05,2022-08-05,2022-08-10,2022-08-10,Industrial,Industrial,EXW,376.86,145.3,61,629.3,233.48,145.3,5,5,False,False,Delivered
SHP_000780,DTDC,India,Jaipur,From RDC,Ground,780,2023-03-28,2023-03-28,2023-04-06,2023-04-06,Consumer Goods,Consumer Goods,DDP,447.93,158.64,139,1185.75,227.38,158.64,9,6,True,False,Late
SHP_000781,XpressBees,India,Mumbai,From RDC,Air,781,2022-10-19,2022-10-19,2022-10-31,2022-10-31,Electronics,Electronics,CIP,72.67,105.2,112,646.08,137.37,105.2,12,9,True,False,Late
SHP_000782,FedEx,India,Surat,From RDC,Air,782,2023-10-22,2023-10-22,2023-10-27,2023-10-27,Automotive Parts,Automotive Parts,DDP,275.43,76.34,110,573.01,401.77,76.34,5,4,True,False,Late
SHP_000783,SafeExpress,India,Bangalore,Direct Drop,Ground,783,2023-03-05,2023-03-05,2023-03-13,2023-03-13,Medical,Medical,CIP,397.9,74.91,66,367.02,250.47,74.91,8,9,False,False,Delivered
SHP_000784,UPS,India,Jaipur,Direct Drop,Sea,784,2022-08-10,2022-08-10,2022-08-16,2022-08-16,Electronics,Electronics,DDP,306.63,56.61,82,139.65,99.57,56.61,6,4,True,False,Late
SHP_000785,Ecom Express,India,Surat,From RDC,Ground,785,2022-11-17,2022-11-17,2022-11-27,2022-11-27,Medical,Medical,DDP,227.48,46.71,165,237.43,343.0,46.71,10,7,True,False,Late
SHP_000786,XpressBees,India,Ahmedabad,From RDC,Sea,786,2023-05-29,2023-05-29,2023-06-03,2023-06-03,Apparel,Apparel,EXW,254.78,61.67,124,300.61,407.41,61.67,5,6,False,False,Delivered
SHP_000787,SafeExpress,India,Ahmedabad,From RDC,Air,787,2023-08-15,2023-08-15,2023-08-20,2023-08-20,Pharma,Pharma,DDP,370.39,112.95,22,235.24,408.96,112.95,5,5,False,False,Delivered
